YearBuilt,TotalBathrooms,TotalArea,1stFlrSF,GarageCars,GrLivArea OverallQual,TotalBsmtSF,OverallQual,OverallQual,GrLivArea,GrLivArea,QualityToAreaRatio,SalePrice
2006.0,2.0,2996.0,1498.0,2.0,10486.0,1498.0,7.0,7.0,1498.0,1498.0,0.002336448598130841,204900
2002.0,2.5,3277.0,1010.0,2.0,13602.0,1010.0,6.0,6.0,2267.0,2267.0,0.00183094293561184,200000
1975.0,3.5,2265.0,811.0,2.0,9312.0,713.0,6.0,6.0,1552.0,1552.0,0.0026490066225165563,179900
1971.0,1.0,1728.0,864.0,2.0,3456.0,864.0,4.0,4.0,864.0,864.0,0.0023148148148148147,97000
2003.0,2.0,4784.0,2392.0,3.0,23920.0,2392.0,10.0,10.0,2392.0,2392.0,0.0020903010033444815,386250
1971.0,2.5,1932.0,630.0,1.0,6510.0,630.0,5.0,5.0,1302.0,1302.0,0.002587991718426501,112000
1995.0,2.5,3723.0,1214.0,3.0,17640.0,1203.0,7.0,7.0,2520.0,2520.0,0.0018802041364491002,290000
1970.0,1.5,1470.0,483.0,1.0,5922.0,483.0,6.0,6.0,987.0,987.0,0.004081632653061225,106000
1967.0,1.0,1824.0,912.0,1.0,4560.0,912.0,5.0,5.0,912.0,912.0,0.0027412280701754384,125000
2005.0,2.0,2928.0,1555.0,2.0,10885.0,1373.0,7.0,7.0,1555.0,1555.0,0.0023907103825136613,192500
1959.0,2.0,2388.0,1194.0,1.0,7164.0,1194.0,6.0,6.0,1194.0,1194.0,0.002512562814070352,148000
1995.0,3.5,4256.0,1490.0,3.0,22352.0,1462.0,8.0,8.0,2794.0,2794.0,0.0018796992481203006,403000
1972.0,1.5,1470.0,483.0,1.0,5922.0,483.0,6.0,6.0,987.0,987.0,0.004081632653061225,94500
1976.0,2.0,1788.0,894.0,1.0,4470.0,894.0,5.0,5.0,894.0,894.0,0.002796420581655481,128200
2002.0,3.5,2820.0,860.0,2.0,11760.0,860.0,6.0,6.0,1960.0,1960.0,0.002127659574468085,216500
1971.0,1.5,1470.0,483.0,1.0,5922.0,483.0,6.0,6.0,987.0,987.0,0.004081632653061225,89500
2004.0,2.0,2828.0,1414.0,2.0,9898.0,1414.0,7.0,7.0,1414.0,1414.0,0.0024752475247524753,185500
1993.0,2.5,2740.0,1014.0,2.0,12208.0,996.0,7.0,7.0,1744.0,1744.0,0.0025547445255474453,194500
2007.0,2.0,3388.0,1694.0,3.0,13552.0,1694.0,8.0,8.0,1694.0,1694.0,0.0023612750885478157,318000
1945.0,1.5,2222.0,798.0,1.0,8922.0,735.0,6.0,6.0,1487.0,1487.0,0.0027002700270027003,113000
2008.0,3.0,3132.0,1566.0,2.0,12528.0,1566.0,8.0,8.0,1566.0,1566.0,0.002554278416347382,262500
1945.0,1.0,1552.0,866.0,0.0,4330.0,686.0,5.0,5.0,866.0,866.0,0.0032216494845360823,110500
1900.0,1.0,1980.0,889.0,1.0,7200.0,540.0,5.0,5.0,1440.0,1440.0,0.0025252525252525255,79000
1980.0,1.5,1843.0,626.0,1.0,7302.0,626.0,6.0,6.0,1217.0,1217.0,0.0032555615843733042,120000
1994.0,3.5,3058.0,1222.0,2.0,14770.0,948.0,7.0,7.0,2110.0,2110.0,0.002289077828646174,205000
1988.0,2.5,3717.0,1872.0,2.0,13104.0,1845.0,7.0,7.0,1872.0,1872.0,0.0018832391713747645,241500
1910.0,2.0,2948.0,908.0,1.0,11568.0,1020.0,6.0,6.0,1928.0,1928.0,0.0020352781546811396,137000
1954.0,1.0,2742.0,1375.0,2.0,8250.0,1367.0,6.0,6.0,1375.0,1375.0,0.002188183807439825,140000
2003.0,2.5,2508.0,840.0,2.0,11676.0,840.0,7.0,7.0,1668.0,1668.0,0.0027910685805422647,180000
1958.0,2.5,3588.0,1444.0,2.0,12864.0,1444.0,6.0,6.0,2144.0,2144.0,0.0016722408026755853,277000
1940.0,1.0,2034.0,1306.0,0.0,3918.0,728.0,3.0,3.0,1306.0,1306.0,0.0014749262536873156,76500
2006.0,3.5,3198.0,1625.0,2.0,13000.0,1573.0,8.0,8.0,1625.0,1625.0,0.0025015634771732333,235000
2004.0,2.5,2438.0,798.0,2.0,9840.0,798.0,6.0,6.0,1640.0,1640.0,0.002461033634126333,173000
1964.0,2.5,2604.0,1302.0,1.0,7812.0,1302.0,6.0,6.0,1302.0,1302.0,0.002304147465437788,158000
1957.0,2.0,2628.0,1314.0,1.0,6570.0,1314.0,5.0,5.0,1314.0,1314.0,0.001902587519025875,145000
1999.0,2.5,3266.0,1005.0,2.0,16037.0,975.0,7.0,7.0,2291.0,2291.0,0.0021432945499081446,230000
2003.0,2.5,2592.0,864.0,2.0,10368.0,864.0,6.0,6.0,1728.0,1728.0,0.0023148148148148147,207500
2006.0,3.5,3208.0,1604.0,2.0,11228.0,1604.0,7.0,7.0,1604.0,1604.0,0.0021820448877805485,220000
2001.0,2.5,2755.0,963.0,2.0,12544.0,963.0,7.0,7.0,1792.0,1792.0,0.002540834845735027,231500
1956.0,1.0,882.0,882.0,1.0,4410.0,0.0,5.0,5.0,882.0,882.0,0.005668934240362812,97000
1962.0,2.0,2744.0,1382.0,2.0,8292.0,1362.0,6.0,6.0,1382.0,1382.0,0.002186588921282799,176000
2007.0,2.5,4056.0,1482.0,3.0,20592.0,1482.0,8.0,8.0,2574.0,2574.0,0.0019723865877712033,276000
1977.0,2.0,1718.0,1212.0,2.0,7272.0,506.0,6.0,6.0,1212.0,1212.0,0.0034924330616996507,151000
1929.0,2.0,1852.0,926.0,2.0,6580.0,926.0,5.0,5.0,1316.0,1316.0,0.0026997840172786176,130000
1925.0,1.0,1444.0,764.0,2.0,3820.0,680.0,5.0,5.0,764.0,764.0,0.0034626038781163434,73000
1981.0,2.0,2844.0,1422.0,2.0,8532.0,1422.0,6.0,6.0,1422.0,1422.0,0.002109704641350211,175500
1997.0,3.5,2313.0,802.0,2.0,9066.0,802.0,6.0,6.0,1511.0,1511.0,0.0025940337224383916,185000
1939.0,2.5,2492.0,1052.0,1.0,10960.0,720.0,5.0,5.0,2192.0,2192.0,0.0020064205457463883,179500
1940.0,1.0,1518.0,778.0,1.0,3890.0,740.0,5.0,5.0,778.0,778.0,0.0032938076416337285,120500
1976.0,2.5,2256.0,1113.0,1.0,6678.0,1143.0,6.0,6.0,1113.0,1113.0,0.0026595744680851063,148000
2006.0,2.5,3034.0,1095.0,3.0,15512.0,1095.0,8.0,8.0,1939.0,1939.0,0.0026367831245880024,266000
1954.0,2.0,2748.0,1363.0,2.0,9541.0,1385.0,7.0,7.0,1363.0,1363.0,0.002547307132459971,241500
1999.0,2.5,3422.0,1164.0,3.0,18160.0,1152.0,8.0,8.0,2270.0,2270.0,0.0023378141437755697,290000
1958.0,3.0,2872.0,1632.0,1.0,9792.0,1240.0,6.0,6.0,1632.0,1632.0,0.0020891364902506965,139000
1982.0,1.0,1632.0,816.0,1.0,4080.0,816.0,5.0,5.0,816.0,816.0,0.0030637254901960784,124500
1925.0,2.5,2500.0,952.0,2.0,10836.0,952.0,7.0,7.0,1548.0,1548.0,0.0028,205000
2003.0,2.0,3120.0,1560.0,2.0,10920.0,1560.0,7.0,7.0,1560.0,1560.0,0.0022435897435897434,201000
1951.0,1.0,1728.0,864.0,2.0,3456.0,864.0,4.0,4.0,864.0,864.0,0.0023148148148148147,141000
2006.0,2.5,4242.0,2121.0,3.0,19089.0,2121.0,9.0,9.0,2121.0,2121.0,0.0021216407355021216,415298
1977.0,2.5,3182.0,1156.0,2.0,14154.0,1160.0,7.0,7.0,2022.0,2022.0,0.0021998742928975488,192000
1989.0,2.5,2789.0,1175.0,2.0,13874.0,807.0,7.0,7.0,1982.0,1982.0,0.002509860164933668,228500
2006.0,2.0,2524.0,1262.0,2.0,7572.0,1262.0,6.0,6.0,1262.0,1262.0,0.002377179080824089,185000
2007.0,3.0,2628.0,1314.0,2.0,9198.0,1314.0,7.0,7.0,1314.0,1314.0,0.002663622526636225,207500
2008.0,2.0,2936.0,1468.0,3.0,11744.0,1468.0,8.0,8.0,1468.0,1468.0,0.0027247956403269754,244600
1992.0,3.0,3150.0,1575.0,2.0,9450.0,1575.0,6.0,6.0,1575.0,1575.0,0.0019047619047619048,179200
2006.0,2.5,1875.0,625.0,2.0,8750.0,625.0,7.0,7.0,1250.0,1250.0,0.0037333333333333333,164700
1962.0,1.5,2646.0,1085.0,2.0,10404.0,912.0,6.0,6.0,1734.0,1734.0,0.0022675736961451248,159000
1971.0,1.0,1716.0,858.0,0.0,3432.0,858.0,4.0,4.0,858.0,858.0,0.002331002331002331,88000
1967.0,1.0,1782.0,900.0,1.0,4500.0,882.0,5.0,5.0,900.0,900.0,0.0028058361391694723,122000
1915.0,1.0,2094.0,698.0,1.0,8376.0,698.0,6.0,6.0,1396.0,1396.0,0.0028653295128939827,153575
2006.0,2.5,2998.0,1079.0,2.0,15352.0,1079.0,8.0,8.0,1919.0,1919.0,0.00266844563042028,233230
1912.0,3.0,2496.0,936.0,0.0,8580.0,780.0,5.0,5.0,1716.0,1716.0,0.002003205128205128,135900
1949.0,1.5,2484.0,1148.0,1.0,8580.0,768.0,5.0,5.0,1716.0,1716.0,0.002012882447665056,131000
1977.0,3.5,3058.0,1468.0,2.0,15841.0,795.0,7.0,7.0,2263.0,2263.0,0.002289077828646174,235000
1953.0,2.0,3060.0,1644.0,2.0,9864.0,1416.0,6.0,6.0,1644.0,1644.0,0.00196078431372549,167000
1984.0,2.0,2006.0,1003.0,2.0,6018.0,1003.0,6.0,6.0,1003.0,1003.0,0.0029910269192422734,142500
1950.0,1.5,2468.0,910.0,1.0,7790.0,910.0,5.0,5.0,1558.0,1558.0,0.002025931928687196,152000
1997.0,2.5,2925.0,975.0,2.0,13650.0,975.0,7.0,7.0,1950.0,1950.0,0.002393162393162393,239000
1968.0,2.5,2445.0,1041.0,2.0,10458.0,702.0,6.0,6.0,1743.0,1743.0,0.00245398773006135,175000
1950.0,1.5,2244.0,1152.0,1.0,6912.0,1092.0,6.0,6.0,1152.0,1152.0,0.00267379679144385,158500
1953.0,2.0,2501.0,1336.0,1.0,6680.0,1165.0,5.0,5.0,1336.0,1336.0,0.001999200319872051,157000
1998.0,2.5,3480.0,1210.0,2.0,19616.0,1028.0,8.0,8.0,2452.0,2452.0,0.0022988505747126436,267000
2001.0,2.0,3082.0,1541.0,3.0,10787.0,1541.0,7.0,7.0,1541.0,1541.0,0.0022712524334847503,205000
1972.0,2.0,1788.0,894.0,2.0,4470.0,894.0,5.0,5.0,894.0,894.0,0.002796420581655481,149900
1880.0,3.0,4963.0,1675.0,3.0,24451.0,1470.0,7.0,7.0,3493.0,3493.0,0.0014104372355430183,295000
2004.0,3.0,4000.0,2000.0,3.0,16000.0,2000.0,8.0,8.0,2000.0,2000.0,0.002,305900
1990.0,3.5,2943.0,1122.0,3.0,15701.0,700.0,7.0,7.0,2243.0,2243.0,0.002378525314305131,225000
1920.0,1.0,1725.0,1035.0,0.0,8436.0,319.0,6.0,6.0,1406.0,1406.0,0.0034782608695652175,89500
1940.0,1.0,1722.0,861.0,2.0,3444.0,861.0,4.0,4.0,861.0,861.0,0.0023228803716608595,82500
2003.0,3.0,3840.0,1944.0,3.0,17496.0,1896.0,9.0,9.0,1944.0,1944.0,0.00234375,360000
1993.0,2.5,2198.0,697.0,2.0,9006.0,697.0,6.0,6.0,1501.0,1501.0,0.00272975432211101,165600
1948.0,2.0,1944.0,972.0,1.0,5832.0,972.0,6.0,6.0,972.0,972.0,0.0030864197530864196,132000
1939.0,2.0,1911.0,793.0,2.0,5590.0,793.0,5.0,5.0,1118.0,1118.0,0.0026164311878597592,119900
1965.0,4.0,4172.0,2036.0,2.0,14252.0,2136.0,7.0,7.0,2036.0,2036.0,0.0016778523489932886,375000
1925.0,2.0,2369.0,832.0,2.0,11487.0,728.0,7.0,7.0,1641.0,1641.0,0.0029548332629801602,178000
2004.0,3.5,2148.0,716.0,2.0,10024.0,716.0,7.0,7.0,1432.0,1432.0,0.0032588454376163874,188500
1980.0,3.5,3198.0,1153.0,2.0,16471.0,845.0,7.0,7.0,2353.0,2353.0,0.002188868042526579,260000
2006.0,2.5,3047.0,1088.0,3.0,15672.0,1088.0,8.0,8.0,1959.0,1959.0,0.002625533311453889,270000
1993.0,3.5,3993.0,1372.0,3.0,18522.0,1347.0,7.0,7.0,2646.0,2646.0,0.001753067868770348,260000
1980.0,3.0,2844.0,1472.0,2.0,10304.0,1372.0,7.0,7.0,1472.0,1472.0,0.0024613220815752463,187500
2006.0,3.5,3845.0,1249.0,3.0,23364.0,1249.0,9.0,9.0,2596.0,2596.0,0.0023407022106631988,342643
2004.0,3.5,3604.0,1136.0,3.0,19744.0,1136.0,8.0,8.0,2468.0,2468.0,0.0022197558268590455,354000
1986.0,3.5,4232.0,1553.0,2.0,19110.0,1502.0,7.0,7.0,2730.0,2730.0,0.0016540642722117202,301000
1955.0,2.0,2325.0,1163.0,1.0,3489.0,1162.0,3.0,3.0,1163.0,1163.0,0.0012903225806451613,126175
1967.0,2.5,3688.0,1898.0,2.0,20846.0,710.0,7.0,7.0,2978.0,2978.0,0.001898047722342733,242000
1941.0,1.0,1523.0,803.0,2.0,4015.0,720.0,5.0,5.0,803.0,803.0,0.003282994090610637,87000
1993.0,3.5,3438.0,1719.0,2.0,13752.0,1719.0,8.0,8.0,1719.0,1719.0,0.002326934264107039,324000
1960.0,1.5,2766.0,1383.0,1.0,8298.0,1383.0,6.0,6.0,1383.0,1383.0,0.0021691973969631237,145250
1916.0,2.0,2978.0,1445.0,2.0,12804.0,844.0,6.0,6.0,2134.0,2134.0,0.0020147750167897917,214500
1920.0,1.0,1788.0,596.0,1.0,5960.0,596.0,5.0,5.0,1192.0,1192.0,0.002796420581655481,78000
1964.0,2.5,3456.0,1728.0,1.0,8640.0,1728.0,5.0,5.0,1728.0,1728.0,0.0014467592592592592,119000
1958.0,2.0,2112.0,1056.0,1.0,5280.0,1056.0,5.0,5.0,1056.0,1056.0,0.0023674242424242425,139000
2003.0,3.0,4835.0,1629.0,3.0,13032.0,3206.0,8.0,8.0,1629.0,1629.0,0.001654601861427094,284000
2004.0,3.0,2716.0,1358.0,2.0,9506.0,1358.0,7.0,7.0,1358.0,1358.0,0.002577319587628866,207000
1998.0,3.5,2581.0,943.0,2.0,9828.0,943.0,6.0,6.0,1638.0,1638.0,0.002324680356450988,192000
1965.0,4.0,3285.0,1619.0,2.0,8930.0,1499.0,5.0,5.0,1786.0,1786.0,0.0015220700152207,228950
2005.0,3.0,3844.0,1922.0,3.0,17298.0,1922.0,9.0,9.0,1922.0,1922.0,0.0023413111342351716,377426
2002.0,3.0,3072.0,1536.0,2.0,10752.0,1536.0,7.0,7.0,1536.0,1536.0,0.0022786458333333335,214000
1984.0,3.0,2829.0,1621.0,2.0,11347.0,1208.0,7.0,7.0,1621.0,1621.0,0.002474372569812655,202500
1958.0,1.0,2430.0,1215.0,1.0,7290.0,1215.0,6.0,6.0,1215.0,1215.0,0.0024691358024691358,155000
2002.0,2.5,2875.0,993.0,2.0,15264.0,967.0,8.0,8.0,1908.0,1908.0,0.002782608695652174,202900
1950.0,1.0,1562.0,841.0,1.0,3364.0,721.0,4.0,4.0,841.0,841.0,0.002560819462227913,82000
1949.0,2.0,1040.0,1040.0,2.0,3120.0,0.0,3.0,3.0,1040.0,1040.0,0.0028846153846153848,87500
2005.0,2.0,3368.0,1684.0,2.0,15156.0,1684.0,9.0,9.0,1684.0,1684.0,0.002672209026128266,266000
1976.0,1.5,1648.0,536.0,1.0,5560.0,536.0,5.0,5.0,1112.0,1112.0,0.003033980582524272,85000
1939.0,1.0,2549.0,972.0,1.0,9462.0,972.0,6.0,6.0,1577.0,1577.0,0.0023538642604943117,140200
1960.0,1.0,1916.0,958.0,1.0,5748.0,958.0,6.0,6.0,958.0,958.0,0.003131524008350731,151500
1960.0,3.0,2956.0,1478.0,2.0,8868.0,1478.0,6.0,6.0,1478.0,1478.0,0.0020297699594046007,157500
2003.0,3.5,2390.0,764.0,2.0,11382.0,764.0,7.0,7.0,1626.0,1626.0,0.0029288702928870294,154000
2005.0,3.5,4576.0,1848.0,3.0,24552.0,1848.0,9.0,9.0,2728.0,2728.0,0.001966783216783217,437154
2007.0,2.0,3738.0,1869.0,2.0,16821.0,1869.0,9.0,9.0,1869.0,1869.0,0.002407704654895666,318061
1986.0,2.5,2906.0,1453.0,2.0,10171.0,1453.0,7.0,7.0,1453.0,1453.0,0.0024088093599449415,190000
1941.0,1.5,1727.0,616.0,1.0,5555.0,616.0,5.0,5.0,1111.0,1111.0,0.0028951939779965257,95000
1928.0,1.0,1344.0,720.0,2.0,4320.0,624.0,6.0,6.0,720.0,720.0,0.004464285714285714,105900
1940.0,1.0,2535.0,1192.0,1.0,9570.0,940.0,6.0,6.0,1595.0,1595.0,0.002366863905325444,140000
1995.0,3.0,2400.0,1200.0,2.0,7200.0,1200.0,6.0,6.0,1200.0,1200.0,0.0025,177500
1992.0,3.0,2325.0,1167.0,2.0,7002.0,1158.0,6.0,6.0,1167.0,1167.0,0.0025806451612903226,173000
1976.0,2.5,2284.0,1142.0,2.0,5710.0,1142.0,5.0,5.0,1142.0,1142.0,0.0021891418563922942,134000
1958.0,1.5,2414.0,1352.0,1.0,6760.0,1062.0,5.0,5.0,1352.0,1352.0,0.002071251035625518,130000
1998.0,3.5,3010.0,1086.0,2.0,15392.0,1086.0,8.0,8.0,1924.0,1924.0,0.0026578073089701,280000
1978.0,2.0,1800.0,912.0,2.0,5472.0,888.0,6.0,6.0,912.0,912.0,0.0033333333333333335,156000
1940.0,2.0,2388.0,988.0,1.0,7525.0,883.0,5.0,5.0,1505.0,1505.0,0.0020938023450586263,145000
2003.0,3.0,1922.0,495.0,2.0,13454.0,0.0,7.0,7.0,1922.0,1922.0,0.0036420395421436005,198500
1972.0,1.5,1470.0,483.0,1.0,5922.0,483.0,6.0,6.0,987.0,987.0,0.004081632653061225,118000
1976.0,3.5,2370.0,790.0,2.0,9444.0,796.0,6.0,6.0,1574.0,1574.0,0.002531645569620253,190000
1920.0,1.0,2016.0,672.0,1.0,6720.0,672.0,5.0,5.0,1344.0,1344.0,0.00248015873015873,147000
1963.0,2.5,2788.0,1394.0,2.0,8364.0,1394.0,6.0,6.0,1394.0,1394.0,0.002152080344332855,159000
1962.0,1.5,2530.0,1431.0,1.0,8586.0,1099.0,6.0,6.0,1431.0,1431.0,0.0023715415019762848,165000
1954.0,1.0,2536.0,1268.0,1.0,6340.0,1268.0,5.0,5.0,1268.0,1268.0,0.001971608832807571,132000
1959.0,2.0,2350.0,1287.0,2.0,6435.0,1063.0,5.0,5.0,1287.0,1287.0,0.002127659574468085,162000
2000.0,2.5,2617.0,953.0,2.0,9984.0,953.0,6.0,6.0,1664.0,1664.0,0.0022927015666794038,172400
1959.0,2.0,1588.0,1120.0,2.0,6352.0,0.0,4.0,4.0,1588.0,1588.0,0.0025188916876574307,134432
1984.0,2.0,1496.0,752.0,1.0,4512.0,744.0,6.0,6.0,752.0,752.0,0.004010695187165776,125000
1953.0,2.0,1927.0,1319.0,1.0,6595.0,608.0,5.0,5.0,1319.0,1319.0,0.002594706798131811,123000
2003.0,2.5,2775.0,847.0,2.0,13496.0,847.0,7.0,7.0,1928.0,1928.0,0.0025225225225225223,219500
1922.0,1.5,1587.0,904.0,0.0,904.0,683.0,1.0,1.0,904.0,904.0,0.000630119722747322,61000
1996.0,1.0,1784.0,914.0,2.0,4570.0,870.0,5.0,5.0,914.0,914.0,0.002802690582959641,148000
2004.0,3.0,4046.0,1580.0,2.0,19728.0,1580.0,8.0,8.0,2466.0,2466.0,0.001977261492832427,340000
2010.0,2.5,3712.0,1856.0,3.0,16704.0,1856.0,9.0,9.0,1856.0,1856.0,0.0024245689655172415,394432
2000.0,2.5,2782.0,1007.0,2.0,10800.0,982.0,6.0,6.0,1800.0,1800.0,0.002156721782890007,179000
1924.0,2.0,2717.0,1026.0,1.0,8455.0,1026.0,5.0,5.0,1691.0,1691.0,0.001840264998159735,127000
2006.0,3.0,2594.0,1301.0,2.0,9107.0,1293.0,7.0,7.0,1301.0,1301.0,0.0026985350809560524,187750
2006.0,2.5,2736.0,939.0,2.0,12579.0,939.0,7.0,7.0,1797.0,1797.0,0.0025584795321637425,213500
1928.0,1.0,1568.0,784.0,2.0,4704.0,784.0,6.0,6.0,784.0,784.0,0.003826530612244898,76000
1992.0,3.5,3533.0,1079.0,2.0,11718.0,1580.0,6.0,6.0,1953.0,1953.0,0.0016982734220209455,240000
2004.0,2.0,2525.0,1269.0,2.0,10152.0,1256.0,8.0,8.0,1269.0,1269.0,0.0031683168316831685,192000
1910.0,1.0,1842.0,658.0,0.0,5920.0,658.0,5.0,5.0,1184.0,1184.0,0.0027144408251900108,81000
1976.0,2.0,2166.0,1125.0,1.0,6750.0,1041.0,6.0,6.0,1125.0,1125.0,0.002770083102493075,125000
1999.0,2.0,2947.0,1479.0,2.0,10353.0,1468.0,7.0,7.0,1479.0,1479.0,0.0023752969121140144,191000
2007.0,3.5,4014.0,1742.0,3.0,23320.0,1682.0,10.0,10.0,2332.0,2332.0,0.002491280518186348,426000
1900.0,2.0,2228.0,961.0,1.0,6835.0,861.0,5.0,5.0,1367.0,1367.0,0.002244165170556553,119000
2001.0,3.5,2765.0,804.0,2.0,11766.0,804.0,6.0,6.0,1961.0,1961.0,0.00216998191681736,215000
1959.0,1.0,882.0,882.0,1.0,4410.0,0.0,5.0,5.0,882.0,882.0,0.005668934240362812,106500
1941.0,1.0,1576.0,788.0,0.0,3152.0,788.0,4.0,4.0,788.0,788.0,0.0025380710659898475,100000
1940.0,1.0,1769.0,735.0,1.0,5170.0,735.0,5.0,5.0,1034.0,1034.0,0.002826455624646693,109000
1956.0,2.0,2288.0,1144.0,1.0,5720.0,1144.0,5.0,5.0,1144.0,1144.0,0.0021853146853146855,129000
1972.0,1.0,1788.0,894.0,2.0,4470.0,894.0,5.0,5.0,894.0,894.0,0.002796420581655481,123000
1962.0,2.0,2676.0,876.0,1.0,9060.0,864.0,5.0,5.0,1812.0,1812.0,0.0018684603886397607,169500
1920.0,1.0,2038.0,1077.0,1.0,5385.0,961.0,5.0,5.0,1077.0,1077.0,0.0024533856722276743,67000
2006.0,3.0,2642.0,1112.0,2.0,10850.0,1092.0,7.0,7.0,1550.0,1550.0,0.0026495079485238456,241000
1996.0,2.5,2548.0,1288.0,2.0,10304.0,1260.0,8.0,8.0,1288.0,1288.0,0.0031397174254317113,245500
2005.0,2.0,2620.0,1310.0,2.0,9170.0,1310.0,7.0,7.0,1310.0,1310.0,0.0026717557251908397,164990
1940.0,1.0,1344.0,672.0,1.0,3360.0,672.0,5.0,5.0,672.0,672.0,0.003720238095238095,108000
1998.0,2.5,3404.0,1165.0,2.0,18104.0,1141.0,8.0,8.0,2263.0,2263.0,0.0023501762632197414,258000
1995.0,2.5,2378.0,806.0,2.0,9432.0,806.0,6.0,6.0,1572.0,1572.0,0.002523128679562658,168000
1976.0,3.0,2901.0,1620.0,2.0,6480.0,1281.0,4.0,4.0,1620.0,1620.0,0.0013788348845225785,150000
1936.0,1.0,2230.0,1166.0,1.0,9834.0,1064.0,6.0,6.0,1639.0,1639.0,0.0026905829596412557,115000
1915.0,2.0,2520.0,840.0,1.0,10080.0,840.0,6.0,6.0,1680.0,1680.0,0.002380952380952381,177000
2006.0,2.5,3235.0,1071.0,3.0,15204.0,1063.0,7.0,7.0,2172.0,2172.0,0.0021638330757341576,280000
2007.0,3.5,3112.0,1050.0,3.0,16624.0,1034.0,8.0,8.0,2078.0,2078.0,0.002570694087403599,339750
1958.0,1.0,2552.0,1276.0,1.0,6380.0,1276.0,5.0,5.0,1276.0,1276.0,0.001959247648902821,60000
1955.0,2.0,2112.0,1056.0,2.0,5280.0,1056.0,5.0,5.0,1056.0,1056.0,0.0023674242424242425,145000
2009.0,3.5,2948.0,1478.0,2.0,10346.0,1470.0,7.0,7.0,1478.0,1478.0,0.0023744911804613297,222000
1927.0,1.0,2036.0,1028.0,2.0,5140.0,1008.0,5.0,5.0,1028.0,1028.0,0.002455795677799607,115000
1993.0,3.0,3177.0,1080.0,3.0,14679.0,1080.0,7.0,7.0,2097.0,2097.0,0.0022033364809568774,228000
2007.0,2.0,2680.0,1340.0,2.0,9380.0,1340.0,7.0,7.0,1340.0,1340.0,0.0026119402985074628,181134
1978.0,1.5,2072.0,672.0,2.0,8400.0,672.0,6.0,6.0,1400.0,1400.0,0.0028957528957528956,149500
1918.0,3.5,3994.0,1370.0,3.0,15744.0,1370.0,6.0,6.0,2624.0,2624.0,0.0015022533800701052,239000
1940.0,2.5,1890.0,756.0,1.0,5670.0,756.0,5.0,5.0,1134.0,1134.0,0.0026455026455026454,126000
1968.0,2.0,2112.0,1056.0,1.0,5280.0,1056.0,5.0,5.0,1056.0,1056.0,0.0023674242424242425,142000
1997.0,4.0,2688.0,1344.0,4.0,9408.0,1344.0,7.0,7.0,1344.0,1344.0,0.0026041666666666665,206300
1977.0,2.5,3204.0,1602.0,2.0,9612.0,1602.0,6.0,6.0,1602.0,1602.0,0.0018726591760299626,215000
1954.0,1.0,1976.0,988.0,2.0,4940.0,988.0,5.0,5.0,988.0,988.0,0.0025303643724696357,113000
1998.0,3.5,4100.0,1470.0,3.0,21040.0,1470.0,8.0,8.0,2630.0,2630.0,0.001951219512195122,315000
1956.0,2.0,2392.0,1196.0,1.0,7176.0,1196.0,6.0,6.0,1196.0,1196.0,0.002508361204013378,139000
1946.0,1.5,2040.0,707.0,1.0,9723.0,651.0,7.0,7.0,1389.0,1389.0,0.003431372549019608,135000
1989.0,3.5,3162.0,1644.0,2.0,11508.0,1518.0,7.0,7.0,1644.0,1644.0,0.002213788741302973,275000
1957.0,1.0,1814.0,907.0,1.0,3628.0,907.0,4.0,4.0,907.0,907.0,0.002205071664829107,109008
2007.0,3.0,2416.0,1208.0,2.0,8456.0,1208.0,7.0,7.0,1208.0,1208.0,0.0028973509933774835,195400
1988.0,3.0,2804.0,1412.0,2.0,8472.0,1392.0,6.0,6.0,1412.0,1412.0,0.0021398002853067048,175000
1971.0,1.5,1470.0,483.0,1.0,5922.0,483.0,6.0,6.0,987.0,987.0,0.004081632653061225,85400
1920.0,1.0,2099.0,1088.0,0.0,7188.0,901.0,6.0,6.0,1198.0,1198.0,0.0028585040495474035,79900
1971.0,2.5,2130.0,765.0,2.0,6825.0,765.0,5.0,5.0,1365.0,1365.0,0.002347417840375587,122500
1997.0,2.5,2530.0,926.0,2.0,9624.0,926.0,6.0,6.0,1604.0,1604.0,0.0023715415019762848,181000
1972.0,2.0,1260.0,630.0,0.0,2520.0,630.0,4.0,4.0,630.0,630.0,0.0031746031746031746,81000
1996.0,3.5,2460.0,827.0,2.0,11627.0,799.0,7.0,7.0,1661.0,1661.0,0.002845528455284553,212000
1920.0,1.0,1766.0,734.0,2.0,6708.0,648.0,6.0,6.0,1118.0,1118.0,0.0033975084937712344,116000
1926.0,1.0,1788.0,904.0,1.0,5424.0,884.0,6.0,6.0,904.0,904.0,0.003355704697986577,119000
1913.0,1.0,1134.0,694.0,1.0,3470.0,440.0,5.0,5.0,694.0,694.0,0.004409171075837742,90350
1920.0,1.0,1880.0,684.0,2.0,7176.0,684.0,6.0,6.0,1196.0,1196.0,0.0031914893617021275,110000
2008.0,3.0,5496.0,2402.0,3.0,24020.0,3094.0,10.0,10.0,2402.0,2402.0,0.001819505094614265,555000
1955.0,2.0,2880.0,1440.0,0.0,5760.0,1440.0,4.0,4.0,1440.0,1440.0,0.001388888888888889,118000
1930.0,2.0,2651.0,1128.0,2.0,7865.0,1078.0,5.0,5.0,1573.0,1573.0,0.001886080724254998,162900
