MasVnrArea,SaleType_WD,OverallQual,OverallCond,ExterQual_Gd,ExterCond_Fa,BsmtUnfSF,BsmtFinType1_LwQ,LotArea,YearBuilt,BsmtFinSF1,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
272.0,False,10,5,False,False,402,False,12474,2007,1280,9,3,846,426000
0.0,True,5,8,False,False,229,False,8405,1900,241,7,1,384,119000
0.0,True,6,5,False,False,114,False,12209,2001,690,7,2,560,215000
0.0,True,5,7,False,False,0,False,8339,1959,0,5,1,294,106500
0.0,True,4,5,False,False,522,False,7446,1941,266,4,0,0,100000
0.0,True,5,6,False,False,735,False,10134,1940,0,5,1,240,109000
0.0,True,5,6,False,False,405,False,9571,1956,739,6,1,596,129000
0.0,True,5,5,False,False,117,False,7200,1972,777,6,2,600,123000
288.0,True,5,5,False,False,324,False,7590,1962,540,8,1,264,169500
0.0,True,5,2,False,True,961,False,8967,1920,0,6,1,338,67000
100.0,True,7,5,True,False,280,False,8125,2006,812,7,2,438,241000
0.0,True,8,5,True,False,474,False,14963,1996,786,4,2,500,245500
0.0,False,7,5,True,False,1286,False,8767,2005,24,6,2,400,164990
0.0,True,5,8,False,False,672,False,10200,1940,0,4,1,240,108000
650.0,True,8,5,True,False,1141,False,12090,1998,0,10,2,420,258000
0.0,True,6,5,False,False,806,False,10364,1995,0,7,2,373,168000
0.0,True,4,4,False,False,165,False,9991,1976,1116,8,2,490,150000
0.0,True,6,5,False,False,1064,False,10480,1936,0,6,1,240,115000
0.0,True,6,7,False,False,840,False,15576,1915,0,8,1,308,177000
350.0,False,7,5,True,False,1063,False,14154,2006,0,9,3,947,280000
100.0,False,8,5,True,False,245,False,10800,2007,789,8,3,836,339750
0.0,False,5,3,False,True,1276,False,9571,1958,0,5,1,350,60000
0.0,True,5,5,False,False,0,False,34650,1955,1056,5,2,572,145000
432.0,False,7,5,False,False,892,False,4403,2009,578,7,2,484,222000
0.0,True,5,6,False,False,1008,False,8960,1927,0,5,2,360,115000
0.0,True,7,5,True,False,499,False,11228,1993,50,9,3,678,228000
0.0,False,7,5,True,False,1316,False,8899,2007,24,6,2,396,181134
203.0,True,6,7,False,False,463,False,7844,1978,209,6,2,440,149500
0.0,True,6,6,False,False,242,False,22420,1918,1128,10,3,864,239000
0.0,True,5,6,False,False,444,False,8160,1940,312,7,1,240,126000
0.0,True,5,6,False,False,281,False,8450,1968,775,6,1,304,142000
200.0,True,7,5,False,False,35,False,7060,1997,1309,8,4,784,206300
126.0,True,6,7,True,False,356,False,16635,1977,1246,8,2,529,215000
0.0,True,5,5,False,False,988,False,21750,1954,0,4,2,520,113000
473.0,True,8,5,True,False,484,False,9200,1998,986,8,3,696,315000
74.0,True,6,5,False,False,580,True,9000,1956,616,6,1,297,139000
0.0,True,7,8,False,False,651,False,3378,1946,0,6,1,240,135000
145.0,True,7,5,True,False,0,False,12800,1989,1518,5,2,569,275000
0.0,True,4,6,False,False,619,False,8593,1957,288,5,1,352,109008
108.0,False,7,5,True,False,544,False,6762,2007,664,6,2,628,195400
0.0,True,6,5,False,False,387,False,11457,1988,1005,6,2,576,175000
232.0,False,6,5,False,False,96,False,1680,1971,387,4,1,264,85400
0.0,False,6,7,False,False,901,False,5586,1920,0,7,0,0,79900
376.0,True,5,5,False,False,294,False,1920,1971,471,6,2,440,122500
0.0,True,6,5,False,False,926,False,10839,1997,0,7,2,470,181000
0.0,True,4,7,False,False,135,False,1890,1972,495,3,0,0,81000
0.0,False,7,6,True,False,70,False,10667,1996,385,6,2,550,212000
0.0,True,6,8,False,False,648,False,4400,1920,0,6,2,440,116000
0.0,True,6,7,True,False,884,False,6000,1926,0,4,1,180,119000
0.0,True,5,6,False,False,75,True,4280,1913,365,4,1,352,90350
0.0,False,6,8,False,False,684,False,12354,1920,0,7,2,528,110000
200.0,True,10,5,False,False,788,False,15431,2008,1767,10,3,672,555000
270.0,True,4,4,False,False,1307,False,12108,1955,133,8,0,0,118000
0.0,True,5,7,False,False,1078,False,6240,1930,0,8,2,360,162900
72.0,False,7,5,True,False,1258,False,3922,2006,0,6,3,648,172500
0.0,True,7,5,True,False,273,False,8750,1994,642,8,2,493,210000
0.0,False,6,5,False,False,1436,False,9855,1956,0,7,2,480,127500
0.0,True,6,6,True,False,557,False,16492,1966,247,6,2,578,190000
0.0,True,7,5,True,False,930,False,11214,1998,0,10,2,431,199900
0.0,True,6,6,False,False,780,False,8600,1937,0,7,1,198,119500
0.0,True,3,7,False,False,318,False,6000,1948,331,6,1,308,120000
0.0,True,6,8,False,False,813,False,5684,1930,0,5,1,270,110000
0.0,True,7,5,False,False,878,False,70761,1975,655,5,2,576,280000
42.0,True,6,5,True,False,130,False,9303,1996,742,7,2,422,204000
0.0,True,8,5,True,False,768,False,9000,2008,0,6,2,676,210000
0.0,True,5,5,False,False,122,False,9297,1976,1606,8,2,560,188000
320.0,True,7,6,False,False,326,False,9600,1973,916,6,2,528,175500
0.0,False,5,5,False,False,624,False,4571,1916,0,7,3,513,98000
0.0,True,4,6,False,False,248,False,53227,1954,1116,6,2,529,256000
0.0,True,8,7,False,False,588,False,5100,1925,0,7,1,228,161000
161.0,True,5,4,False,False,524,True,7015,1950,185,5,1,352,110000
110.0,False,8,5,True,False,288,False,8004,2009,544,8,2,552,263435
0.0,True,7,9,True,False,0,False,7200,1936,350,6,2,576,155000
0.0,True,5,5,False,False,0,False,8281,1965,553,5,1,360,62383
0.0,True,6,7,False,False,389,True,11988,1934,326,6,1,240,188700
136.0,True,5,5,False,False,424,False,8430,1978,616,5,0,0,124000
18.0,True,7,5,True,False,1375,False,3072,2004,0,6,2,398,178740
0.0,True,7,5,False,False,499,False,10628,1970,778,5,2,526,167000
224.0,True,5,7,False,False,342,True,9480,1942,386,7,1,312,146500
248.0,True,8,5,True,False,1626,False,11428,2006,0,7,3,866,250000
120.0,True,6,5,True,False,406,False,9291,1993,426,7,2,506,187000
0.0,True,8,5,True,False,0,False,6820,1985,368,4,2,528,212000
0.0,True,7,6,False,False,808,False,11952,1977,0,8,2,534,190000
80.0,True,6,5,False,False,88,False,3675,2005,459,5,2,525,148000
304.0,False,8,5,True,False,626,False,14977,2006,1350,7,3,908,440000
0.0,True,8,5,True,False,298,False,5330,2000,1196,6,2,499,251000
0.0,True,5,6,False,False,340,False,8480,1963,630,5,2,624,132500
215.0,True,6,5,False,False,484,False,13125,1997,994,7,2,508,208900
772.0,True,9,5,False,False,2153,False,13693,2006,0,9,3,694,380000
336.0,True,8,5,True,False,417,False,10637,2007,1288,7,3,826,297000
435.0,True,4,7,False,False,739,False,5925,1937,168,7,2,672,89471
378.0,True,9,5,True,False,572,False,16033,2004,1261,8,3,772,326000
562.0,True,9,5,True,False,225,False,11846,2003,1567,6,3,874,374000
0.0,True,7,8,True,False,611,False,2500,1915,299,7,1,164,155000
116.0,True,6,5,False,False,319,False,4500,1998,897,5,2,402,164000
0.0,True,5,7,False,False,411,False,7758,1962,588,6,1,264,132500
0.0,True,5,7,True,False,506,False,9600,1950,607,5,1,264,147000
168.0,True,5,7,False,False,237,False,10289,1965,836,6,2,515,156000
0.0,True,5,6,False,False,486,False,12243,1971,998,7,2,487,175000
0.0,False,5,4,False,True,290,False,10800,1900,664,10,2,520,160000
0.0,True,4,8,False,False,115,False,1526,1970,515,3,1,286,86000
0.0,True,5,6,False,False,264,False,2665,1976,0,4,1,336,115000
0.0,True,6,7,False,False,238,False,9490,1941,403,5,1,240,133000
0.0,False,6,5,True,False,728,False,15578,2006,0,8,2,429,172785
0.0,True,5,6,False,False,363,False,7931,1960,374,6,1,308,155000
0.0,True,5,8,False,False,190,False,5784,1938,0,4,1,273,91300
0.0,True,4,5,False,False,225,False,7879,1920,495,4,0,0,34900
0.0,True,8,5,True,False,1969,False,12692,1992,1231,10,2,546,430000
0.0,True,7,6,False,False,697,False,9120,1925,329,8,1,240,184000
89.0,True,5,7,False,False,414,False,7800,1967,450,5,1,288,130000
0.0,True,5,7,False,False,522,False,7535,1958,111,5,1,297,120000
285.0,True,6,5,False,False,316,False,1890,1973,356,7,1,264,113000
0.0,True,7,5,True,False,466,False,9803,2005,400,7,2,603,226700
0.0,True,5,7,False,False,420,False,9170,1965,698,6,2,461,140000
0.0,True,7,8,False,False,254,False,15602,1959,1247,6,2,484,289000
0.0,True,6,5,False,False,103,False,2308,1974,257,6,2,440,147000
360.0,False,5,5,False,False,960,False,7596,1952,0,10,2,400,124500
125.0,True,8,5,True,False,397,False,9554,1993,380,8,2,471,215000
0.0,False,6,5,True,False,1191,False,7862,2009,27,4,2,676,208300
0.0,True,7,9,False,False,548,False,9600,1928,141,7,2,360,161000
132.0,True,5,6,False,False,50,False,9600,1959,991,6,1,270,124500
70.0,True,5,7,True,False,178,False,14559,1951,650,6,1,288,164900
94.0,False,7,5,True,False,1368,False,6792,2005,0,6,2,474,202665
0.0,True,5,5,False,False,169,False,9100,1958,521,5,2,624,129900
0.0,True,6,5,False,False,748,False,9187,1983,336,5,2,484,134000
0.0,True,5,5,False,False,768,False,10594,1926,0,5,1,200,96500
305.0,False,10,5,False,False,570,False,12220,2009,1436,9,3,900,402861
333.0,False,6,6,False,False,689,False,10448,1972,0,7,2,583,158000
921.0,True,7,5,True,False,1264,False,10208,1996,0,7,3,889,265000
0.0,True,6,5,False,False,88,False,9531,1998,706,7,2,546,211000
0.0,True,7,9,True,False,1276,False,10918,1926,0,9,1,282,234000
0.0,True,4,7,False,False,0,False,10800,1900,0,7,0,0,106250
0.0,True,6,6,False,False,467,False,11988,1957,777,6,1,336,150000
0.0,True,6,7,False,False,605,False,5000,1947,399,7,2,420,159000
762.0,False,10,5,False,False,878,False,40094,2007,2260,11,3,884,184750
594.0,True,7,5,True,False,660,False,11787,1996,719,8,3,834,315750
0.0,True,7,5,True,False,1257,False,7500,2005,0,6,2,453,176000
0.0,True,5,7,False,False,551,False,13300,1956,377,4,1,252,132000
268.0,False,9,5,False,False,122,False,14948,2008,1330,11,3,858,446261
0.0,True,4,7,False,False,180,False,9098,1920,348,5,0,0,86000
0.0,True,6,3,True,False,816,False,32668,1957,1219,9,2,484,200624
219.0,True,6,5,True,False,678,False,10200,1988,783,5,2,600,175000
0.0,True,6,8,False,False,611,False,6155,1920,0,6,2,502,128000
0.0,True,5,7,False,False,0,False,7200,1955,0,5,1,392,107500
0.0,True,1,3,False,True,0,False,5000,1946,0,2,0,0,39300
0.0,True,8,5,True,False,707,False,9056,2004,0,6,2,403,178000
0.0,True,5,7,False,False,148,False,7000,1910,969,5,0,0,107500
0.0,True,7,5,False,False,880,False,8924,1998,0,8,2,527,188000
0.0,False,4,5,False,False,264,False,12735,1972,600,5,2,576,111250
188.0,True,5,5,False,False,378,False,11553,1968,673,7,1,336,158000
479.0,True,8,5,True,False,223,False,11423,2001,1358,6,2,670,272000
584.0,True,9,5,False,False,578,False,14601,2006,1260,8,3,765,315000
72.0,True,8,5,True,False,969,False,11000,2000,0,8,3,648,248000
0.0,True,7,5,True,False,379,True,10140,1998,144,7,2,583,213250
182.0,True,7,5,False,False,0,False,4058,1998,584,4,1,367,133000
0.0,False,7,5,True,False,100,False,17104,2006,554,7,2,426,179665
178.0,True,7,5,True,False,0,False,13837,1988,1002,9,3,786,229000
0.0,True,6,7,False,False,765,False,8737,1923,300,6,2,440,210000
0.0,True,5,7,False,False,149,False,7244,1970,619,5,2,624,129500
0.0,True,5,7,False,False,0,True,8235,1955,180,4,2,720,125000
0.0,True,7,5,True,False,912,False,9375,2003,0,8,2,615,263000
0.0,False,6,6,False,False,510,False,4043,1977,559,4,2,440,140000
0.0,True,5,6,False,False,620,False,6000,1957,308,5,1,288,112500
250.0,True,8,5,True,False,1709,False,11146,2006,0,7,3,908,255500
0.0,True,4,5,False,False,0,False,8777,1949,0,5,2,520,108000
292.0,True,7,5,True,False,132,False,10625,2003,866,8,3,871,284000
0.0,True,5,6,False,False,993,False,6380,1922,0,5,1,280,113000
0.0,True,5,5,False,False,197,False,14850,1957,895,6,1,299,141000
0.0,False,4,6,False,False,0,False,11040,1920,637,7,1,570,108000
0.0,True,7,5,False,False,125,False,21872,1996,604,6,2,406,175000
18.0,True,7,5,True,False,1374,False,3196,2003,0,7,2,420,234000
180.0,True,5,6,False,False,90,False,11341,1957,1302,5,2,528,121500
0.0,True,5,5,False,False,195,False,10010,1974,1071,6,2,418,170000
0.0,True,5,6,False,False,706,False,13907,1940,290,6,0,0,108000
0.0,True,6,7,False,False,1163,False,21780,1918,0,8,2,396,185000
0.0,True,7,5,True,False,367,False,13346,1992,728,9,2,590,268000
0.0,True,6,4,False,False,806,False,6858,1915,0,6,1,216,128000
245.0,True,9,5,True,False,1122,False,11198,2005,0,11,3,656,325000
168.0,True,7,5,True,False,1515,False,10171,2004,2,7,2,532,214000
0.0,True,8,8,True,False,55,False,12327,1983,1441,5,2,612,316600
0.0,True,5,5,False,False,0,False,7032,1979,943,4,2,600,135960
108.0,True,5,5,False,False,1497,True,13101,1965,231,10,2,576,142600
207.0,True,6,6,False,False,450,False,7332,1959,414,4,1,288,120000
0.0,False,7,5,False,False,846,False,13159,2009,0,6,2,650,224500
0.0,True,7,5,False,False,384,False,9967,2000,0,8,2,400,170000
82.0,True,5,7,False,False,23,False,10500,1971,349,5,1,288,139000
0.0,False,5,5,False,False,390,False,8480,1947,442,6,1,336,118500
0.0,True,7,7,False,False,861,False,6292,1928,0,6,1,216,145000
97.0,True,5,6,False,False,285,True,11777,1966,328,6,2,564,164500
0.0,True,7,5,True,False,689,False,3604,2007,0,5,2,540,146000
335.0,True,5,5,False,False,1050,False,12150,1954,0,7,1,352,131500
85.0,True,6,6,False,False,331,False,14585,1960,594,7,2,572,181900
306.0,False,8,5,False,False,2042,False,12704,2008,0,8,3,1390,253293
104.0,True,6,5,False,False,0,False,11841,1990,816,5,0,0,118500
0.0,True,10,9,False,False,1237,False,13500,1893,0,9,2,880,325000
0.0,True,4,7,False,False,884,False,6120,1935,0,6,1,240,133000
208.0,False,8,5,True,False,408,False,11443,2005,1460,7,3,880,369900
0.0,True,6,7,False,False,0,False,10267,1918,210,5,1,275,130000
0.0,True,5,6,False,False,168,False,8740,1982,672,4,2,528,137000
0.0,True,5,8,False,False,113,False,25095,1968,1324,5,1,452,143000
0.0,True,5,6,False,False,742,False,9100,1930,0,4,1,308,79500
0.0,True,7,5,True,False,280,False,8320,2004,490,6,2,520,185900
420.0,False,10,5,False,False,384,False,13478,2008,1338,10,3,842,451950
0.0,True,5,8,False,False,0,False,6600,1982,816,4,2,816,138000
170.0,True,6,5,True,False,163,False,4435,2003,685,4,2,420,140000
0.0,True,5,6,False,False,924,False,7990,1975,0,5,1,280,110000
238.0,False,8,5,True,False,392,False,11302,2005,1422,7,3,758,319000
0.0,True,6,7,False,False,684,False,3600,1910,0,7,1,216,114504
72.0,False,7,5,True,False,1258,False,3922,2006,0,7,3,648,194201
459.0,True,5,6,False,False,0,False,12984,1977,1283,7,2,621,217500
0.0,False,6,6,False,False,23,True,1950,1980,81,6,2,452,151000
280.0,True,8,5,True,False,512,False,10927,2005,546,8,2,736,275000
0.0,True,6,6,False,False,780,False,9000,1937,0,6,1,544,141000
0.0,True,8,5,True,False,119,False,10041,1992,789,8,2,506,220000
0.0,True,7,5,True,False,600,False,3182,2004,0,4,2,480,151000
99.0,True,7,5,True,False,572,False,12803,2002,922,6,2,530,221000
176.0,True,7,6,False,False,314,False,13600,1965,454,7,2,486,205000
0.0,True,5,5,False,False,308,False,12464,1996,732,6,2,576,152000
0.0,True,5,8,False,False,293,False,7800,1948,603,8,1,230,225000
0.0,True,8,6,False,False,537,False,12168,1934,428,10,2,380,359100
192.0,True,4,5,False,True,126,False,7943,1961,903,5,1,261,118500
204.0,True,9,5,True,False,536,False,11050,2000,904,8,3,736,313000
233.0,True,6,6,False,False,427,False,10395,1978,605,6,2,564,148000
108.0,True,8,5,True,False,309,False,11885,2001,990,7,2,531,261500
0.0,False,5,5,False,False,914,False,8402,2007,206,6,0,0,147000
0.0,True,4,6,False,False,0,True,1491,1972,150,3,0,0,75500
156.0,True,6,7,False,False,173,False,8800,1963,763,6,2,480,137500
0.0,True,6,5,True,False,326,False,7861,2002,457,7,2,393,183200
0.0,True,6,6,False,False,832,False,7227,1954,0,4,2,528,105500
452.0,False,9,5,False,False,1774,False,11694,2007,48,9,3,774,314813
226.0,True,8,5,True,False,611,False,12244,2003,871,10,3,749,305000
0.0,True,3,3,False,False,823,False,8248,1914,41,5,0,0,67000
0.0,True,6,7,False,False,384,False,10800,1974,956,9,2,624,240000
153.0,True,5,6,False,False,420,False,7064,1977,560,6,2,484,135000
513.0,True,6,5,True,False,336,False,2117,2000,420,4,2,440,168500
288.0,True,6,5,False,False,485,False,10400,1972,247,8,2,484,165150
261.0,True,6,6,False,False,1116,False,10000,1962,0,5,2,440,160000
0.0,True,5,5,False,False,978,False,12342,1960,0,6,1,286,139900
164.0,True,6,6,False,False,350,False,9600,1955,674,7,1,364,153000
192.0,True,5,5,False,False,390,False,11606,1969,650,9,2,504,135000
259.0,True,6,5,False,False,288,False,9020,1964,624,6,2,520,168500
0.0,True,5,6,False,False,636,False,9000,1880,0,8,1,240,124000
108.0,True,8,5,True,False,1530,False,4590,2006,24,6,2,627,209500
209.0,True,7,5,False,False,564,False,11900,1977,822,6,2,544,82500
0.0,True,5,7,False,False,108,False,9250,1954,480,6,1,260,139400
0.0,True,6,5,False,False,0,False,6979,1980,1056,4,2,576,144000
0.0,True,6,7,False,False,1184,True,10896,1914,256,14,0,0,200000
0.0,False,2,3,False,True,264,False,6120,1936,0,4,0,0,60000
0.0,True,5,4,False,False,811,False,6000,1954,0,7,1,256,93000
0.0,True,5,7,False,False,796,False,8777,1910,0,4,0,0,85000
0.0,False,8,5,True,False,366,False,3982,2006,1154,7,3,648,264561
472.0,True,8,5,False,False,300,False,12677,2003,1218,6,2,588,274000
0.0,True,7,5,True,False,319,False,7050,2001,738,7,2,650,226000
0.0,True,8,7,True,False,542,False,13860,1972,1410,9,2,538,345000
263.0,True,5,5,False,False,0,False,10793,1969,493,7,2,462,152000
162.0,False,9,5,False,False,645,False,9187,2009,1121,7,3,478,370878
0.0,True,6,5,False,False,664,False,10530,1971,282,5,2,576,143250
0.0,True,5,5,False,False,0,False,7200,1950,0,7,2,420,98300
216.0,True,6,5,False,False,594,False,10452,1953,500,5,2,495,155000
351.0,True,6,5,False,False,756,False,7700,1966,0,7,2,442,155000
0.0,True,4,6,False,False,0,False,1936,1970,131,3,0,0,84500
0.0,True,7,6,True,False,813,False,8125,2007,0,7,2,562,205950
0.0,True,4,5,False,False,755,False,9084,1940,0,7,1,296,108000
0.0,True,7,5,True,False,880,False,8750,1996,0,7,2,512,191000
0.0,True,6,7,False,False,756,False,10320,1906,0,7,1,216,135000
660.0,True,8,6,True,False,413,False,10437,1995,1696,7,3,839,350000
381.0,True,6,5,False,False,525,False,1680,1971,0,6,1,264,88000
54.0,True,5,7,True,False,247,False,10007,1959,806,5,1,312,145500
0.0,True,7,6,False,True,776,False,7200,1931,0,6,1,270,149000
0.0,True,6,5,False,False,912,False,17503,1948,0,6,1,330,97500
0.0,True,5,7,False,False,849,False,9937,1964,637,7,2,480,167000
233.0,True,7,7,False,False,793,False,12384,1976,0,7,2,550,197900
528.0,True,8,7,True,False,88,False,46589,1994,1361,8,3,711,402000
216.0,True,6,3,False,False,1392,False,13560,1968,0,5,2,576,110000
0.0,True,4,5,False,False,38,False,10012,1972,920,6,2,588,137500
0.0,False,8,5,True,False,356,False,20896,2005,1721,8,3,1134,423000
40.0,True,8,5,True,False,1406,False,11194,2000,0,7,2,504,230500
113.0,True,6,5,False,False,111,True,18450,1965,187,7,2,596,129000
258.0,True,6,5,False,False,270,False,8125,1994,1138,7,2,575,193500
0.0,True,5,6,False,False,200,False,14175,1956,988,6,2,576,168000
0.0,True,4,5,False,False,700,False,11600,1922,0,5,1,252,137500
0.0,True,6,5,True,False,545,False,8633,2005,193,7,2,540,173500
0.0,True,6,6,False,False,121,False,6629,1925,551,6,1,300,103600
0.0,True,6,6,True,False,441,False,11250,1977,767,6,2,546,165000
106.0,True,6,7,False,False,291,False,14442,1957,1186,7,2,416,257500
0.0,True,6,6,False,False,244,False,9200,1965,892,5,1,384,140000
0.0,True,6,6,False,False,544,False,2289,1978,311,7,2,440,148500
0.0,True,4,2,False,False,1095,False,9600,1900,0,8,3,779,87000
0.0,True,5,8,True,False,768,False,9022,1924,0,5,1,240,109500
464.0,False,8,5,True,False,2046,False,11844,2008,0,7,3,834,372500
57.0,True,5,5,False,False,161,False,9945,1961,827,5,2,572,128500
0.0,True,6,5,False,False,261,False,8012,1980,543,5,1,264,143000
0.0,True,5,5,False,False,611,False,4500,1932,182,6,1,281,159434
0.0,True,6,5,False,False,288,False,2887,1996,1003,6,2,431,173000
215.0,True,9,5,True,False,567,False,11248,2002,1059,7,3,702,285000
30.0,True,7,5,True,False,1195,False,16770,1998,0,7,2,486,221000
0.0,True,7,5,True,False,180,False,5062,1984,828,6,2,577,207500
0.0,False,7,6,True,False,874,False,10207,2007,0,7,2,578,227875
0.0,True,7,5,True,False,312,False,5105,2004,239,4,2,480,148800
0.0,False,8,6,True,False,474,False,8089,2007,945,7,2,567,392000
256.0,True,6,5,True,False,1342,False,7577,2005,20,6,2,460,194700
147.0,True,6,5,True,False,151,False,4426,2004,697,3,2,420,141000
1170.0,True,10,6,False,False,989,False,21535,1994,1455,10,3,832,755000
293.0,True,7,5,True,False,245,False,26178,1989,965,9,2,628,335000
0.0,True,5,6,False,False,1073,False,5400,1921,0,4,1,326,108480
0.0,True,5,6,False,True,927,False,6120,1936,0,5,2,576,141500
72.0,True,6,6,False,False,92,False,13811,1987,980,5,2,551,176000
0.0,True,5,7,False,False,0,True,6000,1921,616,4,1,205,89000
0.0,True,5,7,False,False,219,True,6420,1952,210,6,1,308,123500
0.0,True,5,8,False,False,224,False,8450,1965,553,5,1,336,138500
0.0,True,7,5,True,False,1375,False,4282,2004,16,5,2,530,196000
630.0,True,8,5,True,False,526,False,14331,2002,1274,7,3,765,312500
168.0,False,7,5,False,False,1164,False,9600,1969,0,6,2,528,140000
466.0,False,8,5,False,False,1234,False,12438,2006,0,10,3,666,361919
0.0,True,5,9,False,False,360,False,7630,1900,0,8,2,672,140000
109.0,True,7,5,True,False,761,False,8400,2004,712,7,2,606,213000
0.0,True,4,5,False,True,0,False,5600,1930,0,7,0,0,55000
351.0,True,7,5,False,False,424,False,115149,1971,1219,5,2,739,302000
176.0,True,8,5,True,False,461,False,6240,2006,863,6,2,550,254000
0.0,False,7,5,True,False,728,False,9018,2007,0,8,2,400,179540
41.0,True,5,7,False,False,876,False,7162,1966,0,6,1,408,109900
0.0,True,3,6,True,False,270,False,4130,1935,0,5,0,0,52000
0.0,True,4,7,False,False,859,False,8712,1900,0,7,1,384,102776
0.0,True,8,5,True,False,461,False,4671,1988,767,5,2,472,189000
160.0,True,4,5,False,False,171,False,9873,1970,789,6,2,576,129000
289.0,True,6,8,True,False,192,False,13517,1976,533,6,2,475,130500
174.0,True,6,5,False,False,1064,False,10140,1974,0,7,2,478,165000
0.0,True,7,8,False,False,718,False,10800,1890,0,8,2,704,159500
0.0,True,5,6,False,False,92,False,10000,1973,1084,5,2,439,157000
651.0,True,7,5,True,False,138,False,10542,1993,1173,9,3,983,341000
0.0,True,5,6,False,False,448,False,9920,1969,523,5,1,300,128500
0.0,True,8,5,True,False,594,False,6563,1985,1148,5,2,564,275000
169.0,True,6,5,True,False,186,False,4426,2004,662,3,2,420,143000
0.0,True,4,7,False,False,673,False,8120,1970,191,5,2,463,124500
0.0,True,4,6,False,False,941,False,8172,1954,0,7,1,548,135000
340.0,True,9,5,False,False,464,False,13286,2007,1234,8,3,768,320000
0.0,True,4,6,False,False,250,False,6960,1970,375,5,2,660,120500
260.0,True,6,9,True,False,72,False,21695,1988,808,5,2,540,222000
82.0,True,7,5,True,False,508,False,7314,2007,724,6,2,632,194500
95.0,False,5,5,False,False,1584,False,11475,1958,0,9,3,888,110000
0.0,True,4,5,False,False,628,False,6240,1925,152,5,2,539,103000
0.0,True,8,5,True,False,415,False,5389,1995,1180,5,2,608,236500
442.0,True,7,5,True,False,82,False,9590,2003,786,6,2,438,187500
202.0,True,7,5,True,False,901,False,11404,1998,252,8,2,541,222500
0.0,True,5,6,False,False,270,False,10000,1961,594,6,1,264,131400
0.0,True,5,5,False,False,948,False,8978,1968,0,6,1,300,108000
0.0,True,7,7,False,False,490,False,10800,1914,390,6,2,320,163000
0.0,True,3,4,False,False,0,False,8544,1950,0,6,2,400,93500
0.0,True,8,5,True,False,893,False,10463,2005,0,8,3,800,239900
0.0,True,5,5,False,False,0,False,10800,1987,1200,5,0,0,179000
0.0,True,7,5,True,False,864,False,9313,2004,0,7,2,572,190000
0.0,True,5,7,False,False,264,False,9600,1910,0,7,2,360,132000
0.0,True,6,8,False,False,80,False,6768,1961,832,5,1,288,142000
108.0,True,7,5,False,False,1349,False,8450,2000,0,6,2,539,179000
0.0,True,5,6,False,False,76,False,12886,1963,444,6,2,480,175000
0.0,True,8,5,True,False,604,False,5395,1993,733,5,2,462,180000
289.0,True,8,9,False,False,487,False,8963,1976,575,11,2,831,299800
0.0,True,7,5,True,False,652,False,8795,2000,300,8,2,554,236000
0.0,True,7,7,True,False,1240,False,11700,1880,0,8,4,864,265979
338.0,True,7,5,True,False,801,False,10593,1996,919,7,2,527,260400
0.0,True,4,3,False,False,0,False,8405,1945,0,9,1,240,98000
0.0,True,4,7,False,False,576,False,8800,1910,0,7,0,0,96500
0.0,True,7,5,True,False,660,False,7750,2003,0,6,2,400,162000
0.0,True,6,5,False,False,279,False,9236,1997,1200,6,2,576,217000
178.0,True,8,5,True,False,1030,False,10240,2005,0,8,3,878,275500
0.0,True,6,8,False,False,115,False,7930,1969,439,5,2,440,156000
894.0,True,6,5,False,False,348,False,3230,1999,381,6,2,440,172500
0.0,True,8,5,True,False,846,False,10769,2007,20,7,2,578,212000
328.0,True,6,5,False,False,234,False,11616,1978,438,6,2,440,158900
360.0,True,7,5,False,False,195,False,2280,1999,549,6,2,440,179400
513.0,True,8,5,True,False,1198,True,12257,1995,56,9,3,752,290000
0.0,True,6,6,False,False,252,False,9100,1959,612,5,1,300,127500
0.0,True,5,5,False,False,740,True,6911,1924,405,5,2,440,100000
0.0,False,7,5,False,False,732,False,8640,2009,24,7,2,614,215200
673.0,True,8,5,True,False,89,False,9430,1999,1163,8,3,856,337000
0.0,True,8,5,True,False,0,True,9549,1995,437,6,2,481,270000
284.0,False,9,5,True,False,1498,False,14587,2008,0,6,2,592,264132
42.0,True,7,5,False,False,586,False,10421,1988,394,7,2,496,196500
0.0,True,6,7,False,False,323,False,12508,1940,660,7,1,423,160000
0.0,True,7,5,True,False,1836,False,9100,2004,24,8,2,484,216837
603.0,True,8,5,False,False,234,False,53504,2003,1416,12,3,841,538000
0.0,True,5,5,False,False,173,False,7252,1982,685,5,2,576,134900
0.0,False,4,5,False,False,0,True,8877,1951,836,6,2,396,102000
0.0,True,6,5,False,False,480,False,7819,1976,422,6,2,672,107000
1.0,False,5,5,False,False,456,False,10150,1958,456,5,1,275,114500
375.0,False,8,5,True,False,1935,False,14226,2006,0,9,3,895,395000
320.0,True,6,5,False,False,338,False,4500,1998,866,5,2,412,162000
240.0,False,7,5,True,False,1594,False,11210,2005,20,7,3,865,221500
0.0,True,5,5,False,False,102,False,13350,1974,762,5,2,440,142500
320.0,True,5,5,False,False,0,False,8400,1977,0,10,2,630,144000
90.0,True,6,5,False,False,0,False,10530,1977,975,4,2,504,135000
38.0,True,7,5,False,False,1237,False,7875,1995,0,6,2,402,176000
0.0,True,6,5,True,False,374,False,7153,1992,387,7,2,484,175900
